transientid,ML_PROB_FRB
0.015924_DM_221.96_beam_1C2020_02_02_11:55:53.fil.hdf5,6.947748e-11
0.016748_DM_430.23_beam_0I2020_01_12_23:36:46.fil.hdf5,1.512698e-06
0.018379_DM_148.90_beam_2C2020_02_14_04:34:59.fil.hdf5,1.1701332e-08
0.019599_DM_1325.12_beam_7C2020_02_14_04:31:25.fil.hdf5,7.289576e-17
0.019599_DM_1364.37_beam_2C2020_02_14_04:31:25.fil.hdf5,9.997711e-16
0.028177_DM_373.00_beam_343C2020_04_12_04:09:49.fil.hdf5,6.279077e-15
0.028178_DM_89.64_beam_270C2020_01_20_11:16:13.fil.hdf5,1.1093823e-05
0.028693_DM_274.15_beam_0I2020_01_12_23:48:33.fil.hdf5,4.669051e-05
0.032005_DM_75.83_beam_0C2020_02_02_11:20:22.fil.hdf5,1.0
0.034507_DM_114.51_beam_0I2020_01_12_23:48:46.fil.hdf5,1.11271824e-07
0.035527_DM_877.50_beam_251C2020_05_31_19:47:03.fil.hdf5,5.145509e-07
0.036746_DM_456.12_beam_148C2020_05_31_18:19:16.fil.hdf5,0.025247704
0.036748_DM_645.85_beam_376C2020_05_31_19:47:03.fil.hdf5,4.2262272e-07
0.036749_DM_83.20_beam_274C2020_01_20_11:16:13.fil.hdf5,2.3756489e-07
0.039199_DM_771.88_beam_227C2020_04_13_07:10:28.fil.hdf5,0.0002815561
0.044098_DM_732.11_beam_224C2020_04_13_07:10:28.fil.hdf5,0.31696242
0.047009_DM_56.18_beam_0C2020_04_19_17:38:33.fil.hdf5,1.0
0.04783_DM_146.13_beam_0C2020_04_19_19:28:20.fil.hdf5,1.0
0.048849_DM_54.65_beam_0C2020_04_19_17:29:20.fil.hdf5,1.0
0.054048_DM_137.23_beam_0I2020_05_24_23:26:37.fil.hdf5,5.6456673e-05
0.055944_DM_588.02_beam_0I2020_01_12_23:41:02.fil.hdf5,3.3626832e-06
0.058797_DM_237.93_beam_0C2020_04_11_21:35:40.fil.hdf5,0.99999976
0.058803_DM_66.31_beam_6C2020_02_02_04:04:46.fil.hdf5,9.8064504e-20
0.060232_DM_37.15_beam_0C2020_04_19_15:56:51.fil.hdf5,0.99998033
0.061252_DM_380.68_beam_0C2020_03_20_02:13:06.fil.hdf5,0.00062607037
0.062013_DM_58.94_beam_4C2020_02_02_04:37:01.fil.hdf5,4.9691715e-07
0.075944_DM_3085.75_beam_230C2020_05_25_02:11:06.fil.hdf5,7.961928e-14
0.076254_DM_240.38_beam_0C2020_04_12_04:37:44.fil.hdf5,0.99998975
