transientid,ML_PROB_FRB
0.015924_DM_221.96_beam_1C2020_02_02_11:55:53.fil.hdf5,1.228308e-10
0.016748_DM_430.23_beam_0I2020_01_12_23:36:46.fil.hdf5,1.7697864e-06
0.018379_DM_148.90_beam_2C2020_02_14_04:34:59.fil.hdf5,9.832272e-10
0.019599_DM_1325.12_beam_7C2020_02_14_04:31:25.fil.hdf5,5.8577215e-16
0.019599_DM_1364.37_beam_2C2020_02_14_04:31:25.fil.hdf5,5.2996464e-16
0.028177_DM_373.00_beam_343C2020_04_12_04:09:49.fil.hdf5,1.4464443e-11
0.028178_DM_89.64_beam_270C2020_01_20_11:16:13.fil.hdf5,4.748227e-05
0.028693_DM_274.15_beam_0I2020_01_12_23:48:33.fil.hdf5,4.7965314e-05
0.032005_DM_75.83_beam_0C2020_02_02_11:20:22.fil.hdf5,1.0
0.034507_DM_114.51_beam_0I2020_01_12_23:48:46.fil.hdf5,6.7019355e-09
0.035527_DM_877.50_beam_251C2020_05_31_19:47:03.fil.hdf5,1.9163252e-08
0.036746_DM_456.12_beam_148C2020_05_31_18:19:16.fil.hdf5,3.245917e-09
0.036748_DM_645.85_beam_376C2020_05_31_19:47:03.fil.hdf5,9.741224e-08
0.036749_DM_83.20_beam_274C2020_01_20_11:16:13.fil.hdf5,1.9931205e-05
0.039199_DM_771.88_beam_227C2020_04_13_07:10:28.fil.hdf5,1.0109525e-07
0.044098_DM_732.11_beam_224C2020_04_13_07:10:28.fil.hdf5,0.0027356576
0.047009_DM_56.18_beam_0C2020_04_19_17:38:33.fil.hdf5,1.0
0.04783_DM_146.13_beam_0C2020_04_19_19:28:20.fil.hdf5,1.0
0.048849_DM_54.65_beam_0C2020_04_19_17:29:20.fil.hdf5,1.0
0.054048_DM_137.23_beam_0I2020_05_24_23:26:37.fil.hdf5,8.357312e-07
0.055944_DM_588.02_beam_0I2020_01_12_23:41:02.fil.hdf5,2.40851e-07
0.058797_DM_237.93_beam_0C2020_04_11_21:35:40.fil.hdf5,1.0
0.058803_DM_66.31_beam_6C2020_02_02_04:04:46.fil.hdf5,2.6073042e-15
0.060232_DM_37.15_beam_0C2020_04_19_15:56:51.fil.hdf5,0.99999976
0.061252_DM_380.68_beam_0C2020_03_20_02:13:06.fil.hdf5,0.00022353396
0.062013_DM_58.94_beam_4C2020_02_02_04:37:01.fil.hdf5,0.0010825255
0.075944_DM_3085.75_beam_230C2020_05_25_02:11:06.fil.hdf5,1.3429095e-10
0.076254_DM_240.38_beam_0C2020_04_12_04:37:44.fil.hdf5,0.99999666
0.077019_DM_341.38_beam_0I2020_01_12_23:26:37.fil.hdf5,5.618301e-06
0.077781_DM_54.95_beam_1C2020_02_03_02:21:25.fil.hdf5,9.836688e-12
0.078401_DM_3069.75_beam_70C2020_05_25_02:11:06.fil.hdf5,1.7199226e-13
0.078401_DM_867.37_beam_381C2020_05_31_19:47:03.fil.hdf5,2.8503403e-06
0.084982_DM_97.32_beam_0I2020_01_12_23:59:01.fil.hdf5,1.1581806e-08
0.086721_DM_75.83_beam_0C2020_02_02_11:21:11_1.fil.hdf5,1.0
0.088194_DM_2267.50_beam_0C2020_04_19_20:06:37.fil.hdf5,7.1690017e-19
0.089325_DM_75.83_beam_0C2020_02_02_11:20:57.fil.hdf5,1.0
0.091933_DM_27.63_beam_0C2020_04_19_16:42:28.fil.hdf5,1.0
0.095085_DM_103.46_beam_0C2020_03_31_00:24:22.fil.hdf5,7.896449e-09
0.095395_DM_103.46_beam_9C2020_03_31_00:24:22.fil.hdf5,1.1265234e-05
0.097994_DM_656.48_beam_3C2020_02_04_03:18:03.fil.hdf5,5.956387e-11
0.108254_DM_88.42_beam_0I2020_01_12_23:33:22.fil.hdf5,3.4068952e-07
0.108927_DM_168.54_beam_0I2020_01_12_23:34:51.fil.hdf5,1.4913855e-05
0.110769_DM_291.96_beam_0C2020_04_19_19:47:20.fil.hdf5,1.0
0.120201_DM_140.61_beam_0I2020_01_12_23:45:11.fil.hdf5,5.0363127e-07
0.120263_DM_76.75_beam_0C2020_04_19_20:21:40.fil.hdf5,0.99999905
0.131227_DM_378.53_beam_692C2020_04_13_07:12:42.fil.hdf5,0.0013625809
0.139644_DM_377.00_beam_314C2020_04_12_06:23:45.fil.hdf5,7.106796e-08
0.141794_DM_30.09_beam_0C2020_04_11_22:14:40.fil.hdf5,1.0
0.142098_DM_2019.37_beam_102C2020_05_31_18:22:12.fil.hdf5,1.0687455e-09
0.158331_DM_90.87_beam_0C2020_04_13_07:47:59.fil.hdf5,1.928302e-06
0.166593_DM_367.79_beam_317C2020_04_12_06:23:45.fil.hdf5,1.6669871e-06
0.175172_DM_355.20_beam_442C2020_04_12_06:23:45.fil.hdf5,6.758664e-07
0.18007_DM_352.74_beam_318C2020_04_12_06:23:45.fil.hdf5,7.216234e-08
0.185795_DM_373.00_beam_0I2020_05_24_23:21:10.fil.hdf5,1.7343153e-05
0.189416_DM_33.77_beam_648C2019_12_06_15:48:46.fil.hdf5,0.0021083413
0.191617_DM_76.14_beam_0C2020_04_07_01:17:28.fil.hdf5,1.0
0.1933_DM_75.52_beam_0C2020_04_14_01:29:19.fil.hdf5,0.9999999
0.197586_DM_75.83_beam_0C2020_04_14_01:27:49.fil.hdf5,1.0
0.198449_DM_1144.08_beam_8C2020_02_02_04:35:20.fil.hdf5,3.0707014e-08
0.199516_DM_58.33_beam_0C2020_02_27_00:35:55.fil.hdf5,4.72728e-12
0.199827_DM_58.33_beam_11C2020_02_27_00:35:55.fil.hdf5,1.1852192e-07
0.20319_DM_356.12_beam_0C2020_04_19_20:32:59.fil.hdf5,1.0
0.204107_DM_51.27_beam_6C2020_02_02_04:24:30.fil.hdf5,6.5444183e-06
0.204934_DM_54.65_beam_4C2020_02_02_07:49:18.fil.hdf5,0.00011578788
0.205852_DM_125.56_beam_0C2020_04_19_16:12:47.fil.hdf5,1.0
0.208859_DM_56.49_beam_5C2020_02_02_04:24:30.fil.hdf5,3.382969e-05
0.210145_DM_303.62_beam_0I2020_05_24_23:21:17.fil.hdf5,6.085465e-07
0.210391_DM_612.14_beam_0I2020_01_12_23:37:44.fil.hdf5,1.1404863e-05
0.212995_DM_159.03_beam_0I2020_01_12_23:34:16.fil.hdf5,7.679765e-07
0.213912_DM_83.50_beam_0C2020_04_19_16:03:08.fil.hdf5,1.0
0.215039_DM_30.09_beam_0C2020_04_11_22:13:04_1.fil.hdf5,1.0
0.219271_DM_2877.91_beam_331C2020_04_12_03:33:19.fil.hdf5,4.76752e-12
0.222944_DM_56.80_beam_0C2020_03_30_03:56:10.fil.hdf5,0.99999964
0.223559_DM_57.72_beam_7C2020_02_04_02:46:25.fil.hdf5,1.4406728e-19
0.224173_DM_55.26_beam_3C2020_02_04_02:46:25.fil.hdf5,4.361695e-18
0.224786_DM_55.87_beam_0C2020_02_04_02:46:25.fil.hdf5,5.7171725e-20
0.230298_DM_55.57_beam_6C2020_02_04_02:46:25.fil.hdf5,8.990079e-14
0.23045_DM_352.74_beam_0I2020_01_12_23:31:12.fil.hdf5,0.0001715331
0.233357_DM_53.73_beam_9C2020_02_04_02:46:25.fil.hdf5,2.2506172e-12
0.235191_DM_1915.82_beam_50C2020_04_12_05:16:22.fil.hdf5,2.9219882e-10
0.237858_DM_428.28_beam_0I2020_01_12_23:36:28.fil.hdf5,1.8406746e-06
0.240399_DM_180.52_beam_0C2020_04_19_17:42:01.fil.hdf5,1.0
0.243067_DM_100.70_beam_0C2020_04_19_19:49:45.fil.hdf5,1.0
0.243773_DM_86.57_beam_0C2020_03_31_02:55:11.fil.hdf5,3.4187473e-05
0.244692_DM_75.83_beam_0C2020_04_07_01:14:20.fil.hdf5,1.0
0.246239_DM_49.12_beam_0C2020_03_28_14:40:48.fil.hdf5,0.99902344
0.253171_DM_129.25_beam_0C2020_04_19_18:32:27.fil.hdf5,1.0
0.2574_DM_373.93_beam_0I2020_01_12_23:35:23.fil.hdf5,2.3664013e-06
0.25893_DM_75.83_beam_0C2020_04_12_01:03:46.fil.hdf5,1.0
0.261228_DM_503.26_beam_0I2020_01_12_23:38:37.fil.hdf5,2.1182925e-07
0.266641_DM_573.02_beam_0I2020_01_12_23:37:37.fil.hdf5,3.4548076e-08
0.27164_DM_56.80_beam_0C2020_03_30_04:02:01.fil.hdf5,1.0
0.27317_DM_349.37_beam_10C2020_02_14_04:43:22.fil.hdf5,5.5248858e-08
0.274391_DM_1544.04_beam_493C2020_04_13_01:02:11.fil.hdf5,8.3773654e-07
0.274548_DM_105.92_beam_0I2020_01_12_23:37:02.fil.hdf5,8.487013e-10
0.284653_DM_151.35_beam_0I2020_01_12_23:31:39.fil.hdf5,1.3467045e-08
0.286032_DM_75.83_beam_0C2020_03_30_01:41:10.fil.hdf5,1.0
0.294664_DM_75.83_beam_0C2020_04_07_06:06:08.fil.hdf5,1.0
0.295585_DM_75.83_beam_0C2020_02_02_11:20:11.fil.hdf5,1.0
0.295888_DM_75.83_beam_0C2020_02_27_23:54:25.fil.hdf5,1.0
0.296746_DM_56.80_beam_0C2020_03_30_04:06:21.fil.hdf5,1.0
0.304711_DM_238.23_beam_0C2020_04_11_21:32:27.fil.hdf5,0.9999987
0.304867_DM_56.80_beam_0C2020_03_30_03:57:57.fil.hdf5,0.9999999
0.306553_DM_61.40_beam_6C2020_02_02_08:03:52.fil.hdf5,0.0050089536
0.308851_DM_75.83_beam_0C2020_04_07_06:05:23.fil.hdf5,1.0
0.31543_DM_34.38_beam_10C2020_04_14_02:29:25.fil.hdf5,3.5155756e-06
0.316714_DM_376.69_beam_0I2020_01_12_23:37:27.fil.hdf5,2.5936345e-06
0.318488_DM_156.88_beam_0C2020_04_12_01:28:54.fil.hdf5,1.0
0.320484_DM_163.63_beam_0C2020_04_19_17:48:14.fil.hdf5,1.0
0.320542_DM_52.19_beam_1C2020_02_04_02:46:19.fil.hdf5,9.643519e-13
0.320791_DM_55.26_beam_8C2020_02_02_08:03:52.fil.hdf5,6.2623905e-05
0.323295_DM_315.29_beam_0I2020_01_12_23:56:25.fil.hdf5,1.1096405e-05
0.323388_DM_2475.99_beam_273C2020_01_02_15:27:13.fil.hdf5,0.00068691827
0.324926_DM_46.05_beam_0I2020_04_13_01:05:24.fil.hdf5,5.677224e-06
0.325031_DM_49.12_beam_0C2020_03_28_15:24:16.fil.hdf5,0.9995203
0.325227_DM_465.44_beam_2C2020_02_02_04:32:08_1.fil.hdf5,6.671247e-10
0.333806_DM_464.79_beam_11C2020_02_02_04:32:08.fil.hdf5,4.0041395e-12
0.352796_DM_2654.34_beam_532C2020_04_13_00:54:01.fil.hdf5,2.938257e-10
0.354664_DM_961.05_beam_10C2020_05_30_10:21:16.fil.hdf5,1.7216134e-05
0.354688_DM_77.06_beam_0I2020_01_12_23:33:26.fil.hdf5,7.734177e-06
0.363359_DM_45.74_beam_2C2020_03_23_03:07:49.fil.hdf5,5.060607e-08
0.364486_DM_177.75_beam_0I2020_01_12_23:36:39.fil.hdf5,5.588343e-05
0.366572_DM_501.30_beam_0C2020_03_15_20:13:09.fil.hdf5,1.0
0.368719_DM_3021.10_beam_26C2019_12_18_08:44:19.fil.hdf5,5.958571e-10
0.370858_DM_29.16_beam_0C2020_04_13_09:27:12.fil.hdf5,0.99998534
0.371779_DM_75.83_beam_0C2020_02_27_23:54:14.fil.hdf5,1.0
0.372239_DM_352.74_beam_0I2020_01_12_23:55:03.fil.hdf5,0.00040990373
0.37392_DM_23.02_beam_0C2020_04_13_08:28:35.fil.hdf5,1.0
0.376221_DM_207.84_beam_0C2020_03_15_23:13:44.fil.hdf5,2.6677964e-11
0.376525_DM_89.34_beam_0I2020_01_12_23:54:01.fil.hdf5,6.500561e-05
0.377295_DM_87.19_beam_0C2020_04_07_02:13:49.fil.hdf5,0.9999999
0.378513_DM_175.30_beam_0C2020_03_23_03:19:17.fil.hdf5,1.0
0.378979_DM_174.99_beam_0C2020_04_19_19:30:22.fil.hdf5,0.9789802
0.019602_DM_633.00_beam_1C2020_02_14_04:58:13.fil.hdf5,4.755287e-16
0.019602_DM_639.52_beam_8C2020_02_14_04:58:13.fil.hdf5,6.626452e-11
0.019604_DM_143.06_beam_5C2020_02_02_11:55:53.fil.hdf5,3.312255e-09
0.019604_DM_953.46_beam_485C2020_05_31_19:47:03.fil.hdf5,1.602782e-07
0.020215_DM_634.96_beam_9C2020_02_14_04:58:13.fil.hdf5,1.3865371e-14
0.020823_DM_404.80_beam_11C2020_02_14_04:34:59.fil.hdf5,1.6894076e-07
0.020823_DM_407.41_beam_9C2020_02_14_04:34:59.fil.hdf5,2.9264616e-10
0.022053_DM_102.23_beam_80C2020_04_12_03:33:21.fil.hdf5,8.2392535e-06
0.0245_DM_141.83_beam_7C2020_02_03_00:02:49.fil.hdf5,0.0001163448
0.01776_DM_500.65_beam_0C2020_04_19_18:00:58.fil.hdf5,2.7145404e-08
0.001744_DM_77.67_beam_0I2020_01_12_23:45:29.fil.hdf5,8.059175e-06
0.004596_DM_174.68_beam_0C2020_04_19_19:29:57.fil.hdf5,0.995905
0.005111_DM_163.63_beam_0I2020_01_12_23:56:33.fil.hdf5,3.7967955e-05
0.005202_DM_34.08_beam_602C2020_04_23_23:03:35.fil.hdf5,8.284507e-08
0.006127_DM_654.52_beam_8C2020_02_14_05:03:57.fil.hdf5,4.5962224e-14
0.009796_DM_285.20_beam_11C2020_03_31_00:06:52.fil.hdf5,1.3838525e-07
0.009798_DM_303.62_beam_379C2020_01_12_22:22:58.fil.hdf5,6.1244294e-09
0.009798_DM_303.93_beam_430C2020_01_12_22:22:58.fil.hdf5,5.073155e-10
0.009798_DM_526.08_beam_373C2020_01_12_22:22:58.fil.hdf5,7.201972e-13
0.009798_DM_526.08_beam_424C2020_01_12_22:22:58.fil.hdf5,8.659476e-13
0.0098_DM_31.01_beam_0C2020_04_19_19:53:51.fil.hdf5,2.950337e-10
0.010104_DM_385.90_beam_0C2020_04_19_16:17:32.fil.hdf5,9.906897e-09
0.01041_DM_360.42_beam_297C2020_04_13_07:10:29.fil.hdf5,1.1858354e-09
0.011023_DM_147.67_beam_1C2020_02_02_08:02:19.fil.hdf5,2.0741451e-08
0.011025_DM_381.33_beam_9C2020_03_31_02:07:38.fil.hdf5,1.5099784e-09
0.012858_DM_135.39_beam_255C2020_01_20_11:16:13.fil.hdf5,1.1333038e-08
0.012863_DM_283.67_beam_6C2020_03_31_00:06:52.fil.hdf5,1.1153802e-08
0.012866_DM_143.98_beam_3C2020_02_14_05:03:57.fil.hdf5,5.11929e-09
0.013472_DM_148.90_beam_299C2020_01_20_11:16:13.fil.hdf5,1.0439833e-05
0.013472_DM_294.41_beam_4C2020_02_14_04:50:48.fil.hdf5,5.3386543e-06
0.013472_DM_296.56_beam_0C2020_02_14_04:50:48.fil.hdf5,7.219056e-08
0.013476_DM_163.02_beam_0C2020_04_12_02:51:11.fil.hdf5,5.307583e-14
0.014085_DM_149.20_beam_295C2020_01_20_11:16:13.fil.hdf5,2.0153873e-07
0.014699_DM_206.00_beam_291C2020_01_20_11:16:13.fil.hdf5,7.254528e-05
0.014702_DM_252.97_beam_9C2020_02_02_09:13:17.fil.hdf5,1.002301e-07
0.014702_DM_253.58_beam_6C2020_02_02_09:13:17.fil.hdf5,8.028885e-08
0.014702_DM_254.50_beam_2C2020_02_02_09:13:17.fil.hdf5,2.5993097e-07
0.015311_DM_139.99_beam_0C2020_02_14_05:03:57.fil.hdf5,2.449583e-07
0.0245_DM_141.83_beam_9C2020_02_03_00:02:49.fil.hdf5,0.0012212523
0.026335_DM_569.11_beam_1C2020_02_02_04:09:09.fil.hdf5,1.1901355e-10
0.02695_DM_68.15_beam_4C2020_03_31_03:03:35.fil.hdf5,3.0327044e-06
0.391993_DM_771.88_beam_0C2020_03_20_00:10:33.fil.hdf5,4.2237527e-10
0.392048_DM_180.82_beam_0C2020_04_19_17:26:05.fil.hdf5,1.0
