transientid,ML_PROB_FRB
0.015924_DM_221.96_beam_1C2020_02_02_11:55:53.fil.hdf5,1.2356635e-13
0.016748_DM_430.23_beam_0I2020_01_12_23:36:46.fil.hdf5,8.217548e-06
0.018379_DM_148.90_beam_2C2020_02_14_04:34:59.fil.hdf5,8.976827e-12
0.019599_DM_1325.12_beam_7C2020_02_14_04:31:25.fil.hdf5,4.4790755e-22
0.019599_DM_1364.37_beam_2C2020_02_14_04:31:25.fil.hdf5,1.588588e-21
0.028177_DM_373.00_beam_343C2020_04_12_04:09:49.fil.hdf5,3.3938364e-17
0.028178_DM_89.64_beam_270C2020_01_20_11:16:13.fil.hdf5,4.9111055e-08
0.028693_DM_274.15_beam_0I2020_01_12_23:48:33.fil.hdf5,8.221467e-06
0.032005_DM_75.83_beam_0C2020_02_02_11:20:22.fil.hdf5,1.0
0.034507_DM_114.51_beam_0I2020_01_12_23:48:46.fil.hdf5,2.8584097e-09
0.035527_DM_877.50_beam_251C2020_05_31_19:47:03.fil.hdf5,9.225753e-10
0.036746_DM_456.12_beam_148C2020_05_31_18:19:16.fil.hdf5,0.093275465
0.036748_DM_645.85_beam_376C2020_05_31_19:47:03.fil.hdf5,3.9054484e-09
0.036749_DM_83.20_beam_274C2020_01_20_11:16:13.fil.hdf5,2.1348356e-09
0.039199_DM_771.88_beam_227C2020_04_13_07:10:28.fil.hdf5,0.00092474325
0.044098_DM_732.11_beam_224C2020_04_13_07:10:28.fil.hdf5,0.12969406
0.047009_DM_56.18_beam_0C2020_04_19_17:38:33.fil.hdf5,1.0
0.04783_DM_146.13_beam_0C2020_04_19_19:28:20.fil.hdf5,1.0
0.048849_DM_54.65_beam_0C2020_04_19_17:29:20.fil.hdf5,1.0
0.054048_DM_137.23_beam_0I2020_05_24_23:26:37.fil.hdf5,1.2029557e-06
0.055944_DM_588.02_beam_0I2020_01_12_23:41:02.fil.hdf5,1.1120033e-07
0.058797_DM_237.93_beam_0C2020_04_11_21:35:40.fil.hdf5,1.0
0.058803_DM_66.31_beam_6C2020_02_02_04:04:46.fil.hdf5,7.353127e-21
0.060232_DM_37.15_beam_0C2020_04_19_15:56:51.fil.hdf5,0.99997795
0.061252_DM_380.68_beam_0C2020_03_20_02:13:06.fil.hdf5,6.620621e-05
0.062013_DM_58.94_beam_4C2020_02_02_04:37:01.fil.hdf5,1.8415334e-05
0.075944_DM_3085.75_beam_230C2020_05_25_02:11:06.fil.hdf5,3.3779854e-11
0.076254_DM_240.38_beam_0C2020_04_12_04:37:44.fil.hdf5,0.99999964
0.077019_DM_341.38_beam_0I2020_01_12_23:26:37.fil.hdf5,3.544705e-08
0.077781_DM_54.95_beam_1C2020_02_03_02:21:25.fil.hdf5,2.9792645e-08
0.078401_DM_3069.75_beam_70C2020_05_25_02:11:06.fil.hdf5,2.5268242e-16
0.078401_DM_867.37_beam_381C2020_05_31_19:47:03.fil.hdf5,1.7973704e-07
0.084982_DM_97.32_beam_0I2020_01_12_23:59:01.fil.hdf5,1.224191e-07
0.086721_DM_75.83_beam_0C2020_02_02_11:21:11_1.fil.hdf5,1.0
0.088194_DM_2267.50_beam_0C2020_04_19_20:06:37.fil.hdf5,4.5905462e-21
0.089325_DM_75.83_beam_0C2020_02_02_11:20:57.fil.hdf5,1.0
0.091933_DM_27.63_beam_0C2020_04_19_16:42:28.fil.hdf5,1.0
0.095085_DM_103.46_beam_0C2020_03_31_00:24:22.fil.hdf5,1.6226479e-06
0.095395_DM_103.46_beam_9C2020_03_31_00:24:22.fil.hdf5,3.2909702e-06
0.097994_DM_656.48_beam_3C2020_02_04_03:18:03.fil.hdf5,6.679793e-13
0.108254_DM_88.42_beam_0I2020_01_12_23:33:22.fil.hdf5,1.0102566e-07
0.108927_DM_168.54_beam_0I2020_01_12_23:34:51.fil.hdf5,0.0018288533
0.110769_DM_291.96_beam_0C2020_04_19_19:47:20.fil.hdf5,1.0
0.120201_DM_140.61_beam_0I2020_01_12_23:45:11.fil.hdf5,4.5284317e-08
0.120263_DM_76.75_beam_0C2020_04_19_20:21:40.fil.hdf5,0.9999987
0.131227_DM_378.53_beam_692C2020_04_13_07:12:42.fil.hdf5,0.00013550062
0.139644_DM_377.00_beam_314C2020_04_12_06:23:45.fil.hdf5,1.2673597e-09
0.141794_DM_30.09_beam_0C2020_04_11_22:14:40.fil.hdf5,1.0
0.142098_DM_2019.37_beam_102C2020_05_31_18:22:12.fil.hdf5,6.7805996e-09
0.158331_DM_90.87_beam_0C2020_04_13_07:47:59.fil.hdf5,1.2518243e-05
0.166593_DM_367.79_beam_317C2020_04_12_06:23:45.fil.hdf5,2.513787e-09
0.175172_DM_355.20_beam_442C2020_04_12_06:23:45.fil.hdf5,1.2837954e-07
0.18007_DM_352.74_beam_318C2020_04_12_06:23:45.fil.hdf5,2.6415052e-09
0.185795_DM_373.00_beam_0I2020_05_24_23:21:10.fil.hdf5,1.7274269e-07
0.189416_DM_33.77_beam_648C2019_12_06_15:48:46.fil.hdf5,0.0038712658
0.191617_DM_76.14_beam_0C2020_04_07_01:17:28.fil.hdf5,1.0
0.1933_DM_75.52_beam_0C2020_04_14_01:29:19.fil.hdf5,1.0
0.197586_DM_75.83_beam_0C2020_04_14_01:27:49.fil.hdf5,1.0
0.198449_DM_1144.08_beam_8C2020_02_02_04:35:20.fil.hdf5,1.4882669e-10
0.199516_DM_58.33_beam_0C2020_02_27_00:35:55.fil.hdf5,7.674568e-12
0.199827_DM_58.33_beam_11C2020_02_27_00:35:55.fil.hdf5,3.7498613e-10
0.20319_DM_356.12_beam_0C2020_04_19_20:32:59.fil.hdf5,1.0
0.204107_DM_51.27_beam_6C2020_02_02_04:24:30.fil.hdf5,9.304706e-06
0.204934_DM_54.65_beam_4C2020_02_02_07:49:18.fil.hdf5,5.7715835e-07
0.205852_DM_125.56_beam_0C2020_04_19_16:12:47.fil.hdf5,1.0
0.208859_DM_56.49_beam_5C2020_02_02_04:24:30.fil.hdf5,0.0005428466
0.210145_DM_303.62_beam_0I2020_05_24_23:21:17.fil.hdf5,1.8272146e-07
0.210391_DM_612.14_beam_0I2020_01_12_23:37:44.fil.hdf5,1.10688925e-05
0.212995_DM_159.03_beam_0I2020_01_12_23:34:16.fil.hdf5,1.2376034e-07
0.213912_DM_83.50_beam_0C2020_04_19_16:03:08.fil.hdf5,1.0
0.215039_DM_30.09_beam_0C2020_04_11_22:13:04_1.fil.hdf5,1.0
0.219271_DM_2877.91_beam_331C2020_04_12_03:33:19.fil.hdf5,5.2284244e-15
0.222944_DM_56.80_beam_0C2020_03_30_03:56:10.fil.hdf5,0.9999999
0.223559_DM_57.72_beam_7C2020_02_04_02:46:25.fil.hdf5,1.5289717e-14
0.224173_DM_55.26_beam_3C2020_02_04_02:46:25.fil.hdf5,9.0680637e-13
0.224786_DM_55.87_beam_0C2020_02_04_02:46:25.fil.hdf5,1.5183112e-15
0.230298_DM_55.57_beam_6C2020_02_04_02:46:25.fil.hdf5,3.389628e-19
0.23045_DM_352.74_beam_0I2020_01_12_23:31:12.fil.hdf5,0.0009667253
0.233357_DM_53.73_beam_9C2020_02_04_02:46:25.fil.hdf5,6.4206474e-17
0.235191_DM_1915.82_beam_50C2020_04_12_05:16:22.fil.hdf5,2.7174433e-14
0.237858_DM_428.28_beam_0I2020_01_12_23:36:28.fil.hdf5,8.955654e-05
0.240399_DM_180.52_beam_0C2020_04_19_17:42:01.fil.hdf5,1.0
0.243067_DM_100.70_beam_0C2020_04_19_19:49:45.fil.hdf5,1.0
0.243773_DM_86.57_beam_0C2020_03_31_02:55:11.fil.hdf5,0.21701947
0.244692_DM_75.83_beam_0C2020_04_07_01:14:20.fil.hdf5,1.0
0.246239_DM_49.12_beam_0C2020_03_28_14:40:48.fil.hdf5,0.99988544
0.253171_DM_129.25_beam_0C2020_04_19_18:32:27.fil.hdf5,1.0
0.2574_DM_373.93_beam_0I2020_01_12_23:35:23.fil.hdf5,2.3354853e-05
0.25893_DM_75.83_beam_0C2020_04_12_01:03:46.fil.hdf5,1.0
0.261228_DM_503.26_beam_0I2020_01_12_23:38:37.fil.hdf5,3.430943e-05
0.266641_DM_573.02_beam_0I2020_01_12_23:37:37.fil.hdf5,1.86998e-06
0.27164_DM_56.80_beam_0C2020_03_30_04:02:01.fil.hdf5,0.99997914
0.27317_DM_349.37_beam_10C2020_02_14_04:43:22.fil.hdf5,0.00038683508
0.274391_DM_1544.04_beam_493C2020_04_13_01:02:11.fil.hdf5,2.6612984e-13
0.274548_DM_105.92_beam_0I2020_01_12_23:37:02.fil.hdf5,1.361759e-06
0.284653_DM_151.35_beam_0I2020_01_12_23:31:39.fil.hdf5,1.5226435e-08
0.286032_DM_75.83_beam_0C2020_03_30_01:41:10.fil.hdf5,1.0
0.294664_DM_75.83_beam_0C2020_04_07_06:06:08.fil.hdf5,1.0
0.295585_DM_75.83_beam_0C2020_02_02_11:20:11.fil.hdf5,1.0
0.295888_DM_75.83_beam_0C2020_02_27_23:54:25.fil.hdf5,1.0
0.296746_DM_56.80_beam_0C2020_03_30_04:06:21.fil.hdf5,1.0
0.304711_DM_238.23_beam_0C2020_04_11_21:32:27.fil.hdf5,1.0
0.304867_DM_56.80_beam_0C2020_03_30_03:57:57.fil.hdf5,0.99999964
0.306553_DM_61.40_beam_6C2020_02_02_08:03:52.fil.hdf5,0.0074118804
0.308851_DM_75.83_beam_0C2020_04_07_06:05:23.fil.hdf5,1.0
0.31543_DM_34.38_beam_10C2020_04_14_02:29:25.fil.hdf5,0.0002504302
0.316714_DM_376.69_beam_0I2020_01_12_23:37:27.fil.hdf5,1.6694753e-06
0.318488_DM_156.88_beam_0C2020_04_12_01:28:54.fil.hdf5,0.9999852
0.320484_DM_163.63_beam_0C2020_04_19_17:48:14.fil.hdf5,1.0
0.320542_DM_52.19_beam_1C2020_02_04_02:46:19.fil.hdf5,9.392474e-14
0.320791_DM_55.26_beam_8C2020_02_02_08:03:52.fil.hdf5,9.7926866e-05
0.323295_DM_315.29_beam_0I2020_01_12_23:56:25.fil.hdf5,3.3063203e-05
0.323388_DM_2475.99_beam_273C2020_01_02_15:27:13.fil.hdf5,0.0014513506
0.324926_DM_46.05_beam_0I2020_04_13_01:05:24.fil.hdf5,1.9312254e-09
0.325031_DM_49.12_beam_0C2020_03_28_15:24:16.fil.hdf5,0.5365635
0.325227_DM_465.44_beam_2C2020_02_02_04:32:08_1.fil.hdf5,2.76719e-10
0.333806_DM_464.79_beam_11C2020_02_02_04:32:08.fil.hdf5,2.397574e-13
0.352796_DM_2654.34_beam_532C2020_04_13_00:54:01.fil.hdf5,9.251235e-17
0.354664_DM_961.05_beam_10C2020_05_30_10:21:16.fil.hdf5,0.04997903
0.354688_DM_77.06_beam_0I2020_01_12_23:33:26.fil.hdf5,1.0992635e-08
0.363359_DM_45.74_beam_2C2020_03_23_03:07:49.fil.hdf5,5.7697416e-17
0.364486_DM_177.75_beam_0I2020_01_12_23:36:39.fil.hdf5,2.5014959e-08
0.366572_DM_501.30_beam_0C2020_03_15_20:13:09.fil.hdf5,1.0
0.368719_DM_3021.10_beam_26C2019_12_18_08:44:19.fil.hdf5,7.480375e-08
0.370858_DM_29.16_beam_0C2020_04_13_09:27:12.fil.hdf5,1.0
0.371779_DM_75.83_beam_0C2020_02_27_23:54:14.fil.hdf5,1.0
0.372239_DM_352.74_beam_0I2020_01_12_23:55:03.fil.hdf5,3.549151e-05
0.37392_DM_23.02_beam_0C2020_04_13_08:28:35.fil.hdf5,1.0
0.376221_DM_207.84_beam_0C2020_03_15_23:13:44.fil.hdf5,5.5071654e-09
0.376525_DM_89.34_beam_0I2020_01_12_23:54:01.fil.hdf5,6.992317e-09
0.377295_DM_87.19_beam_0C2020_04_07_02:13:49.fil.hdf5,1.0
0.378513_DM_175.30_beam_0C2020_03_23_03:19:17.fil.hdf5,1.0
0.378979_DM_174.99_beam_0C2020_04_19_19:30:22.fil.hdf5,0.9924636
0.019602_DM_633.00_beam_1C2020_02_14_04:58:13.fil.hdf5,2.9340664e-15
0.019602_DM_639.52_beam_8C2020_02_14_04:58:13.fil.hdf5,3.6530203e-09
0.019604_DM_143.06_beam_5C2020_02_02_11:55:53.fil.hdf5,4.2787017e-11
0.019604_DM_953.46_beam_485C2020_05_31_19:47:03.fil.hdf5,2.5162752e-10
0.020215_DM_634.96_beam_9C2020_02_14_04:58:13.fil.hdf5,5.9686853e-13
0.020823_DM_404.80_beam_11C2020_02_14_04:34:59.fil.hdf5,8.1780865e-10
0.020823_DM_407.41_beam_9C2020_02_14_04:34:59.fil.hdf5,1.1490562e-11
0.022053_DM_102.23_beam_80C2020_04_12_03:33:21.fil.hdf5,1.192671e-07
0.0245_DM_141.83_beam_7C2020_02_03_00:02:49.fil.hdf5,4.5466945e-06
0.01776_DM_500.65_beam_0C2020_04_19_18:00:58.fil.hdf5,4.4750138e-13
0.001744_DM_77.67_beam_0I2020_01_12_23:45:29.fil.hdf5,2.3474025e-08
0.004596_DM_174.68_beam_0C2020_04_19_19:29:57.fil.hdf5,0.9992762
0.005111_DM_163.63_beam_0I2020_01_12_23:56:33.fil.hdf5,1.26551895e-05
0.005202_DM_34.08_beam_602C2020_04_23_23:03:35.fil.hdf5,5.1035286e-08
0.006127_DM_654.52_beam_8C2020_02_14_05:03:57.fil.hdf5,5.5984344e-14
0.009796_DM_285.20_beam_11C2020_03_31_00:06:52.fil.hdf5,0.0067516696
